City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
344,Tourlaville,FR,49.6383,-1.5664,48.65,100,100,12.66,drizzle
345,Kakching,IN,24.4833,93.9833,47.21,89,83,1.19,broken clouds
346,Westport,US,41.1415,-73.3579,46.54,98,100,4.0,moderate rain
347,Matara,LK,5.9485,80.5353,72.48,88,1,4.03,clear sky
348,Rawson,AR,-43.3002,-65.1023,70.41,55,59,6.73,broken clouds
349,Bacolod,PH,10.6667,122.95,77.95,80,99,10.63,overcast clouds
350,Zverinogolovskoye,RU,54.4586,64.8542,20.82,82,100,16.2,overcast clouds
351,Novo Aripuana,BR,-5.1206,-60.3797,74.68,97,60,2.66,broken clouds
352,Coquimbo,CL,-29.9533,-71.3436,65.93,77,0,12.66,clear sky
353,Rocha,UY,-34.4833,-54.3333,70.72,95,100,3.89,overcast clouds
354,San Patricio,US,28.017,-97.5169,37.49,77,100,20.07,light snow
355,Fortuna,US,40.5982,-124.1573,59.18,70,0,3.0,clear sky
356,Srednekolymsk,RU,67.45,153.6833,-38.25,100,43,0.92,scattered clouds
357,Robertsport,LR,6.7533,-11.3686,79.65,84,0,9.46,clear sky
358,Aksarka,RU,66.5606,67.7975,-16.42,100,99,1.72,overcast clouds
359,Chulym,RU,55.0997,80.9572,1.62,97,37,7.67,scattered clouds
360,Salalah,OM,17.0151,54.0924,69.89,78,0,2.3,clear sky
361,Chumikan,RU,54.7183,135.315,-3.73,78,100,15.32,overcast clouds
362,Ben Tre,VN,10.2333,106.3833,75.7,84,49,6.73,scattered clouds
363,Kefamenanu,ID,-9.4467,124.4781,73.24,91,86,3.44,overcast clouds
364,Gonzales,US,30.2385,-90.9201,52.99,88,100,6.91,light rain
365,Reading,GB,51.4562,-0.9711,48.99,76,90,4.0,overcast clouds
366,Isabela,PH,6.7085,121.9711,77.79,75,80,2.01,broken clouds
367,Road Town,VG,18.4167,-64.6167,77.09,83,40,5.75,scattered clouds
368,Dunmore Town,BS,25.5,-76.65,73.74,66,73,18.97,broken clouds
369,Birjand,IR,32.8663,59.2211,41.72,26,58,2.64,broken clouds
370,Kaliua,TZ,-5.0606,31.7936,65.82,94,100,4.03,overcast clouds
371,Kuliyapitiya,LK,7.4688,80.0401,62.82,86,0,2.24,clear sky
372,Kibre Mengist,ET,5.8833,38.9833,57.11,52,87,2.51,overcast clouds
373,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.48,94,100,8.3,overcast clouds
374,Gasa,PS,31.5,34.4667,56.91,62,8,17.25,clear sky
375,Pangai,TO,-19.8,-174.35,81.82,79,98,21.21,light rain
376,Severo-Yeniseyskiy,RU,60.3725,93.0408,10.81,91,100,9.51,overcast clouds
377,Vestmanna,FO,62.1564,-7.1664,32.92,51,75,31.07,light snow
378,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,66,0,5.01,clear sky
379,Palmer,US,42.1584,-72.3287,43.84,87,100,0.0,moderate rain
380,Bonanza,NI,14.0289,-84.591,78.24,67,37,1.9,scattered clouds
381,Tombouctou,ML,20.0,-3.0,65.77,11,0,8.66,clear sky
382,Port Said,EG,31.2565,32.2841,56.34,59,28,24.52,scattered clouds
383,Paris,FR,48.8534,2.3488,47.17,91,100,5.01,overcast clouds
384,Pangnirtung,CA,66.1451,-65.7125,-11.29,99,100,5.97,overcast clouds
385,Chokurdakh,RU,70.6333,147.9167,-28.19,100,70,1.63,broken clouds
386,Mucurapo,TT,10.6667,-61.5333,79.12,66,1,11.27,clear sky
387,Port Lincoln,AU,-34.7333,135.8667,64.04,68,86,16.87,overcast clouds
388,Vryburg,ZA,-26.9566,24.7284,65.26,82,55,5.35,broken clouds
389,Manali,IN,13.1667,80.2667,77.07,79,5,8.3,clear sky
390,Siirt,TR,37.9326,41.9403,36.28,93,100,4.92,overcast clouds
391,Altar,MX,30.7,-111.8167,59.23,11,0,11.18,clear sky
392,Bulawayo,ZW,-20.15,28.5833,64.99,87,12,4.38,few clouds
393,Ginda,IN,30.6945,78.4932,35.53,99,100,1.54,overcast clouds
394,Chicama,PE,-7.8447,-79.1469,66.74,65,47,9.64,scattered clouds
395,Beloha,MG,-25.1667,45.05,72.66,91,24,12.55,few clouds
396,Torbay,CA,47.6666,-52.7314,36.57,85,100,7.0,overcast clouds
397,Dordrecht,NL,51.81,4.6736,47.01,82,97,7.0,overcast clouds
398,Mbanza-Ngungu,CD,-5.25,14.8667,67.82,95,99,2.08,light rain
399,Fairbanks,US,64.8378,-147.7164,1.49,63,100,8.05,overcast clouds
400,Xinzhou,CN,38.4092,112.7333,19.62,38,19,3.49,few clouds
401,Phalaborwa,ZA,-23.943,31.1411,80.24,47,0,1.61,clear sky
402,Dunn,US,44.95,-91.8835,5.72,88,4,3.47,clear sky
403,Peredovaya,RU,44.1172,41.4756,35.08,77,100,5.46,light snow
404,Tiznit,MA,29.5833,-9.5,64.76,31,99,4.72,overcast clouds
405,Mogadishu,SO,2.0371,45.3438,77.0,81,36,20.13,scattered clouds
406,Broken Hill,AU,-31.95,141.4333,61.07,42,0,22.15,clear sky
407,Hokitika,NZ,-42.7167,170.9667,63.63,97,100,10.4,light rain
408,Butterworth,MY,5.3991,100.3638,80.01,83,20,4.61,few clouds
409,Namie,JP,37.4833,141.0,35.96,76,85,7.58,overcast clouds
410,Kelso,US,46.1468,-122.9084,50.76,93,100,8.05,overcast clouds
411,Kenai,US,60.5544,-151.2583,24.15,93,100,29.93,light snow
412,Kuruman,ZA,-27.4524,23.4325,61.99,71,2,10.2,clear sky
413,Marsabit,KE,2.3284,37.9899,72.77,37,99,11.1,overcast clouds
414,Coihaique,CL,-45.5752,-72.0662,66.15,52,75,6.91,broken clouds
415,Ulu-Telyak,RU,54.9086,56.9669,31.82,96,100,9.82,snow
416,Bismarck,US,46.8083,-100.7837,20.88,60,40,11.5,scattered clouds
417,Hambantota,LK,6.1241,81.1185,72.97,85,1,6.46,clear sky
418,Bloomingdale,US,27.8936,-82.2404,80.92,63,0,3.0,clear sky
419,Castelnau-Le-Lez,FR,43.6333,3.9,48.76,87,0,4.61,clear sky
420,Grootfontein,NA,-19.5667,18.1167,73.06,49,93,4.85,light rain
421,Flin Flon,CA,54.7682,-101.865,-9.56,54,20,4.61,few clouds
422,Longyearbyen,SJ,78.2186,15.6401,15.64,73,20,2.3,few clouds
423,Haines Junction,CA,60.7522,-137.5108,1.54,95,100,3.58,light snow
424,Boffa,GN,10.1667,-14.0333,74.17,84,3,3.4,clear sky
425,Freeport,US,40.6576,-73.5832,46.98,86,100,3.0,moderate rain
426,Aksu,CN,41.1231,80.2644,24.76,55,100,3.6,overcast clouds
427,Kelo,TD,9.3086,15.8066,71.46,14,28,6.58,scattered clouds
428,Corrientes,AR,-27.4806,-58.8341,83.01,99,42,1.99,scattered clouds
429,Labuhan,ID,-6.8844,112.2051,76.14,87,100,8.1,overcast clouds
430,Nadapuram,IN,11.7,75.6667,68.41,93,25,3.53,scattered clouds
431,Vikersund,NO,59.9659,9.995,31.05,97,100,2.93,light snow
432,Kavali,IN,14.9167,79.9833,71.01,83,41,9.44,scattered clouds
433,Caxito,AO,-8.5785,13.6643,73.65,82,89,1.36,overcast clouds
434,Dhidhdhoo,MV,6.8833,73.1,80.06,74,11,9.86,few clouds
435,Asyut,EG,27.181,31.1837,50.7,50,2,8.46,clear sky
436,La Ronge,CA,55.1001,-105.2842,-7.08,89,62,7.85,broken clouds
437,Taraz,KZ,42.9,71.3667,25.21,100,1,4.47,mist
438,Vanavara,RU,60.34,102.2797,11.55,94,100,8.99,light snow
439,Umba,RU,66.6871,34.3429,-0.09,99,97,3.74,overcast clouds
440,Bonthe,SL,7.5264,-12.505,77.22,86,0,5.97,clear sky
441,Bisira,PA,8.5196,-81.7115,65.43,73,78,4.03,broken clouds
442,Chiredzi,ZW,-21.05,31.6667,74.66,69,0,4.18,clear sky
443,La Rioja,ES,42.25,-2.5,43.32,68,100,3.42,overcast clouds
444,La Macarena,CO,2.1837,-73.7849,85.14,46,94,2.86,overcast clouds
445,Arlit,NE,18.7369,7.3853,57.25,17,1,8.37,clear sky
446,Jimma,ET,7.6667,36.8333,64.76,56,99,1.16,overcast clouds
447,Colares,PT,38.7992,-9.4469,56.34,75,100,1.01,overcast clouds
448,Northam,GB,51.0333,-4.2167,51.03,92,100,20.29,overcast clouds
449,Portree,GB,57.4129,-6.1942,42.85,85,100,21.43,overcast clouds
450,Broome,US,42.2506,-75.833,35.37,85,100,5.01,moderate rain
451,Sola,VU,-13.8833,167.55,81.27,89,100,0.0,light intensity shower rain
452,Sarangani,PH,5.4033,125.4636,80.82,76,92,18.5,heavy intensity rain
453,Shetpe,KZ,44.1667,52.1167,42.12,53,70,17.27,broken clouds
454,Marienburg,PL,54.0359,19.0266,37.11,96,100,10.56,light rain
455,Sembe,CG,1.6481,14.5806,73.35,63,76,2.15,broken clouds
456,Cairns,AU,-16.9167,145.7667,82.11,83,40,6.91,light rain
457,Limoges,FR,45.75,1.3333,40.23,100,100,5.75,fog
458,Boa Vista,BR,2.8197,-60.6733,85.98,51,20,6.91,few clouds
459,Scottsbluff,US,41.8666,-103.6672,23.43,54,0,5.01,clear sky
460,Galesong,ID,-5.3166,119.3661,71.62,82,100,5.14,overcast clouds
461,Barkhan,PK,29.8977,69.5256,44.71,24,0,5.7,clear sky
462,Samarai,PG,-10.6167,150.6667,82.72,73,88,8.08,overcast clouds
463,Aswan,EG,24.0934,32.907,54.16,31,0,7.31,clear sky
464,Tongren,CN,27.7172,109.1853,41.61,85,100,1.83,overcast clouds
465,Hualmay,PE,-11.0964,-77.6139,73.47,75,22,11.59,few clouds
466,Maldonado,UY,-34.6667,-54.9167,73.22,94,100,5.3,overcast clouds
467,Mineiros,BR,-17.5694,-52.5511,71.06,89,66,5.35,broken clouds
468,Camacha,PT,33.0833,-16.3333,64.53,88,20,8.05,few clouds
469,Rangia,IN,26.4667,91.6333,58.95,60,47,10.78,scattered clouds
470,Basco,PH,20.4487,121.9702,75.47,73,70,17.49,broken clouds
471,Napuro,PH,12.0273,124.7082,75.09,95,95,6.26,overcast clouds
472,Miandrivazo,MG,-19.5167,45.4667,79.05,83,60,0.67,broken clouds
473,Kieta,PG,-6.2167,155.6333,76.8,91,100,2.66,moderate rain
474,Okhotsk,RU,59.3833,143.3,2.71,74,76,17.94,broken clouds
475,Falam,MM,22.9167,93.6833,41.5,86,5,1.07,clear sky
476,Sale,MA,34.0389,-6.8166,56.75,100,75,0.0,broken clouds
477,Manacapuru,BR,-3.2997,-60.6206,81.18,89,80,3.44,broken clouds
478,Vao,NC,-22.6667,167.4833,78.53,89,89,14.18,light rain
479,Santa Luzia,BR,-19.7697,-43.8514,72.5,92,80,0.89,broken clouds
480,Sinnamary,GF,5.3833,-52.95,76.66,88,84,11.81,broken clouds
481,Bayeux,BR,-7.125,-34.9322,83.03,78,75,9.22,light rain
482,Mehamn,NO,71.0357,27.8492,19.31,78,100,13.18,overcast clouds
483,General Roca,AR,-39.0333,-67.5833,81.0,15,64,8.32,light rain
484,Altagracia De Orituco,VE,9.8601,-66.3814,77.58,66,74,7.67,broken clouds
485,Erdemli,TR,36.605,34.3084,49.73,91,100,13.24,overcast clouds
486,Souris,CA,49.6172,-100.2612,2.73,96,100,5.12,light snow
487,Maturin,VE,9.75,-63.1767,79.25,64,19,11.07,few clouds
488,Dawson Creek,CA,55.7666,-120.2362,-2.56,71,75,8.05,broken clouds
489,Husavik,IS,66.0449,-17.3389,24.26,79,100,19.6,light snow
490,General Cepeda,MX,25.3833,-101.45,45.81,44,93,4.21,overcast clouds
491,Decatur,US,39.8403,-88.9548,21.87,93,100,18.41,mist
492,Yar-Sale,RU,66.8333,70.8333,-13.56,100,94,4.81,overcast clouds
493,Norman Wells,CA,65.282,-126.8329,-28.62,99,32,0.67,scattered clouds
494,Port Augusta,AU,-32.5,137.7667,68.7,41,0,8.14,clear sky
495,Oktyabrskiy,RU,54.4815,53.471,31.78,96,100,12.86,light snow
496,Harlingen,US,26.1906,-97.6961,44.55,60,100,23.02,overcast clouds
497,Alta Floresta,BR,-9.8756,-56.0861,74.34,92,74,2.71,moderate rain
498,Acapulco,MX,16.8634,-99.8901,82.22,65,20,8.05,few clouds
499,Gunjur,GM,13.2019,-16.7339,72.82,71,0,7.16,clear sky
500,Altay,CN,47.8667,88.1167,4.24,63,3,7.72,clear sky
501,Leningradskiy,RU,69.3833,178.4167,-10.52,81,2,8.88,clear sky
502,Lasa,IT,46.6166,10.7002,34.29,71,97,3.42,overcast clouds
503,Nalut,LY,30.3333,10.85,46.78,67,0,8.14,clear sky
504,Dudinka,RU,69.4058,86.1778,-21.19,100,93,4.23,overcast clouds
505,Maridi,SS,4.9158,29.4742,76.01,33,100,3.78,overcast clouds
506,Aviles,ES,43.5547,-5.9248,52.99,77,100,1.99,overcast clouds
507,Port-Gentil,GA,-0.7193,8.7815,80.02,76,52,6.2,broken clouds
508,Roros,NO,62.5747,11.3842,22.84,80,100,18.41,light snow
509,Benghazi,LY,32.1167,20.0667,56.28,56,98,28.32,overcast clouds
510,Lazurne,UA,46.084,32.5295,32.02,79,100,20.94,overcast clouds
511,Kondinskoye,RU,59.6481,67.41,24.4,95,100,11.61,light snow
512,Ula,IN,22.7225,88.5556,67.98,94,40,8.05,haze
513,Shimoda,JP,34.6667,138.95,38.1,61,99,7.25,overcast clouds
514,Nouadhibou,MR,20.931,-17.0347,66.6,75,0,10.71,clear sky
515,Kichera,RU,55.9375,110.0997,-5.46,98,92,0.54,overcast clouds
516,San Francisco Del Mar,MX,16.2333,-94.65,80.26,74,12,12.41,few clouds
517,Lucea,JM,18.451,-78.1736,78.85,77,10,9.64,clear sky
518,Asfi,MA,32.2994,-9.2372,62.42,57,100,7.38,overcast clouds
519,Celestun,MX,20.8667,-90.4,83.57,63,0,8.5,clear sky
520,Pervomayskiy,RU,53.2485,40.2871,19.13,96,100,6.96,snow
521,Yakeshi,CN,49.2833,120.7333,-33.47,100,97,3.4,overcast clouds
522,Havoysund,NO,70.9963,24.6622,18.48,80,94,15.7,overcast clouds
523,Sanming,CN,26.2486,117.6186,43.72,95,100,2.75,overcast clouds
524,Gushikawa,JP,26.3544,127.8686,61.83,100,100,4.61,overcast clouds
525,Erdenet,MN,49.0333,104.0833,-6.72,90,88,4.32,overcast clouds
526,Inhambane,MZ,-23.865,35.3833,77.11,84,0,7.43,clear sky
527,Banda Aceh,ID,5.5577,95.3222,78.1,79,61,7.18,broken clouds
528,Asosa,ET,10.0667,34.5333,68.09,28,42,4.9,scattered clouds
529,Sembakung,ID,3.8167,117.25,76.93,97,100,1.74,overcast clouds
530,Ojinaga,MX,29.5667,-104.4167,42.57,60,40,5.75,scattered clouds
531,Woodward,US,36.4337,-99.3904,15.03,83,100,16.11,light snow
532,Kismayo,SO,-0.3582,42.5454,78.28,86,93,17.69,overcast clouds
533,Sisophon,KH,13.5859,102.9737,74.57,72,61,7.52,broken clouds
534,Upington,ZA,-28.4478,21.2561,76.8,39,0,12.71,clear sky
535,Neryungri,RU,56.6709,124.6491,-9.81,94,100,11.27,overcast clouds
536,Djibo,BF,14.1022,-1.6306,70.65,12,3,9.82,clear sky
537,Zhuhai,CN,22.2769,113.5678,55.98,87,40,21.85,scattered clouds
538,Kedrovyy,RU,56.1667,91.8167,-7.19,96,95,4.47,overcast clouds
539,Zonguldak,TR,41.25,31.8333,32.77,100,100,2.89,light snow
540,Loiza,PR,18.4313,-65.8802,77.86,89,75,3.44,thunderstorm
541,Oussouye,SN,12.485,-16.5469,72.12,72,0,5.46,clear sky
542,Mlonggo,ID,-6.5333,110.7,76.68,87,100,6.33,overcast clouds
543,Sioux Lookout,CA,50.1001,-91.917,-8.88,92,8,3.33,clear sky
544,Ankang,CN,32.68,109.0172,31.66,69,83,3.44,broken clouds
545,Aykhal,RU,66.0,111.5,-21.08,100,100,2.15,overcast clouds
546,Huaidian,CN,33.4333,115.0333,30.63,79,8,3.36,clear sky
547,Sabha,LY,27.0377,14.4283,49.64,53,0,7.0,clear sky
548,Crystal Lake,US,42.2411,-88.3162,23.81,75,100,8.99,overcast clouds
549,Finschhafen,PG,-6.6024,147.8681,82.44,76,100,10.51,overcast clouds
550,Richards Bay,ZA,-28.783,32.0377,78.55,92,71,12.03,light rain
551,Kindu,CD,-2.95,25.95,68.2,100,100,1.97,overcast clouds
552,Araceli,PH,10.5529,119.9913,79.72,83,43,20.8,scattered clouds
553,San Jose,US,37.3394,-121.895,66.76,28,75,5.01,broken clouds
554,Vuktyl,RU,63.8567,57.3094,14.38,96,100,5.08,overcast clouds
555,Riberalta,BO,-10.9833,-66.1,80.8,78,75,0.0,broken clouds
556,Mayumba,GA,-3.432,10.6554,76.17,86,100,1.61,overcast clouds
557,Yatou,CN,37.15,122.3833,26.98,58,48,8.3,scattered clouds
558,Nabire,ID,-3.3667,135.4833,75.34,92,100,3.22,overcast clouds
559,Chernyshevskiy,RU,63.0128,112.4714,-16.69,100,92,0.98,overcast clouds
560,Stonewall,CA,50.1344,-97.3268,-4.25,88,100,11.43,overcast clouds
561,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,88,0,9.22,clear sky
562,Saint Anthony,US,45.0205,-93.218,5.63,49,0,0.0,clear sky
563,Batagay-Alyta,RU,67.8006,130.4114,-20.34,98,100,3.67,overcast clouds
564,Pala,TD,9.3642,14.9046,68.99,12,5,6.26,clear sky
565,Cap-Haitien,HT,19.7578,-72.2042,75.79,79,52,20.71,broken clouds
566,Kalisz,PL,51.7611,18.091,36.72,97,100,10.31,overcast clouds
567,Dulce Nombre De Culmi,HN,15.1,-85.5333,89.83,54,11,4.79,few clouds
568,Viransehir,TR,37.2353,39.7631,42.53,76,99,12.55,light rain
569,Carauari,BR,-4.8828,-66.8958,76.3,93,92,2.3,overcast clouds
570,Songea,TZ,-10.6833,35.65,64.44,96,100,2.89,light rain
571,Dallas,US,32.7668,-96.7836,25.02,84,100,5.99,overcast clouds
572,Santa Maria,BR,-29.6842,-53.8069,72.27,87,88,5.95,overcast clouds
573,Phonhong,LA,18.5007,102.4166,65.5,90,6,1.57,clear sky
574,Balkhash,KZ,46.844,74.9804,5.99,84,5,10.58,clear sky
575,Preobrazheniye,RU,42.9019,133.9064,9.75,69,2,9.44,clear sky
576,Manoel Urbano,BR,-8.8389,-69.2597,77.2,86,92,1.12,overcast clouds
577,Novobirilyussy,RU,56.9514,90.6661,9.68,95,100,7.34,overcast clouds
578,Litovko,RU,49.2361,135.1742,-21.3,100,99,1.57,overcast clouds
579,West Warwick,US,41.6969,-71.5219,44.56,94,100,4.61,fog
580,Asilah,MA,35.465,-6.0348,57.06,75,41,1.95,scattered clouds
581,Safaga,EG,26.7292,33.9365,59.11,39,0,12.5,clear sky
582,Liwale,TZ,-9.7667,37.9333,70.05,99,89,2.46,light rain
583,Don Benito,ES,38.9563,-5.8616,52.92,73,94,3.33,overcast clouds
584,Whitehorse,CA,60.7161,-135.0538,-8.63,77,100,3.44,light snow
585,Kibala,TD,9.1104,18.3463,75.65,13,55,7.63,broken clouds
586,Sultanpur,IN,26.2667,82.0667,54.01,91,2,17.36,clear sky
587,Casimiro De Abreu,BR,-22.4806,-42.2042,76.78,98,100,2.8,moderate rain
588,Waingapu,ID,-9.6567,120.2641,79.3,82,85,10.78,overcast clouds
589,Khorinsk,RU,52.1657,109.7726,-19.41,99,76,1.97,broken clouds
590,Clearwater,US,27.9659,-82.8001,80.26,70,0,7.0,clear sky
591,Belyy,RU,55.8402,32.9419,9.66,98,91,4.63,overcast clouds
592,Killybegs,IE,54.6333,-8.45,37.45,63,100,21.3,overcast clouds
593,Pacifica,US,37.6138,-122.4869,66.61,60,75,3.44,broken clouds
594,Lyubech,UA,51.7026,30.6569,21.06,95,100,8.88,overcast clouds
595,Puerto Carreno,CO,6.189,-67.4859,82.99,58,83,5.66,broken clouds
596,Orange Cove,US,36.6244,-119.3137,63.61,43,41,2.75,scattered clouds
597,Winston-Salem,US,36.0999,-80.2442,65.3,93,100,0.0,mist
598,Viedma,AR,-40.8135,-62.9967,77.99,34,2,10.85,clear sky
599,Nelas,PT,40.5322,-7.8515,46.81,79,100,1.43,overcast clouds
600,Espana,PH,12.3841,122.499,77.92,86,99,15.77,overcast clouds
601,Cururupu,BR,-1.8283,-44.8683,76.15,91,93,3.42,overcast clouds
602,Aripuana,BR,-9.1667,-60.6333,74.71,98,94,0.74,overcast clouds
603,Artyom,AZ,40.4723,50.333,37.54,77,47,11.63,scattered clouds
604,Uribia,CO,11.7139,-72.266,83.64,58,0,19.3,clear sky
605,Neiafu,TO,-18.65,-173.9833,81.28,89,75,8.05,broken clouds
606,Challans,FR,46.8436,-1.8749,48.4,91,100,5.59,overcast clouds
607,Bubaque,GW,11.2833,-15.8333,77.58,74,0,14.74,clear sky
608,Ishigaki,JP,24.3448,124.1572,66.33,88,75,8.05,broken clouds
609,Roanoke Rapids,US,36.4615,-77.6542,66.2,88,0,5.75,clear sky
610,Chuy,UY,-33.6971,-53.4616,74.55,91,90,12.03,heavy intensity rain
611,Barra Do Garcas,BR,-15.89,-52.2567,73.98,100,75,2.21,thunderstorm
612,Axim,GH,4.8699,-2.2405,79.41,83,4,7.7,clear sky
613,Kungurtug,RU,50.5994,97.5228,-13.02,99,99,0.85,overcast clouds
614,Buggenhout,BE,51.0159,4.2017,46.99,94,99,5.01,overcast clouds
615,Batemans Bay,AU,-35.7167,150.1833,65.1,78,89,9.31,overcast clouds
616,Rypefjord,NO,70.6333,23.6667,18.07,79,0,12.66,clear sky
617,Ambovombe,MG,-25.1667,46.0833,74.44,87,12,16.46,few clouds
618,Crestview,US,30.7621,-86.5705,71.51,92,100,11.01,overcast clouds
619,Pittsburg,US,38.028,-121.8847,66.2,37,0,1.01,clear sky
620,Roma,US,43.2128,-75.4557,33.66,91,100,9.22,mist
621,Kirkwood,US,38.5834,-90.4068,19.58,91,100,5.99,light snow
622,Pacific Grove,US,36.6177,-121.9166,66.58,65,0,5.01,clear sky
623,Gizo,SB,-8.103,156.8419,79.39,84,100,14.83,light rain
624,Goiatuba,BR,-18.0125,-49.3547,71.53,85,87,2.95,overcast clouds
625,Pampilhosa,PT,40.3377,-8.4268,51.01,95,100,1.16,overcast clouds
626,Rawlins,US,41.7911,-107.2387,19.62,42,0,11.5,clear sky
627,Marawi,PH,7.9986,124.2928,66.65,89,98,1.41,overcast clouds
628,Vinh,VN,18.6667,105.6667,58.86,78,100,5.57,overcast clouds
629,Atasu,KZ,48.6814,71.6433,-0.45,83,1,4.99,clear sky
630,Saurimo,AO,-9.6608,20.3916,63.57,99,100,3.4,overcast clouds
631,Linxia,CN,35.6003,103.2064,12.94,87,70,3.18,broken clouds
632,Bowen,AU,-20.0167,148.2333,80.49,83,100,5.68,light rain
633,Tres Picos,MX,15.8667,-93.5333,82.72,55,3,5.26,clear sky
634,Ariquemes,BR,-9.9133,-63.0408,74.32,92,96,1.1,overcast clouds
635,Lagoa,PT,39.05,-27.9833,57.58,73,100,14.0,overcast clouds
636,Balkanabat,TM,39.5108,54.3671,51.28,31,100,1.83,overcast clouds
637,Aloleng,PH,16.1307,119.7824,78.1,81,19,10.18,few clouds
638,Paralimni,CY,35.0375,33.9833,49.42,92,86,1.99,light rain
639,Zhangye,CN,38.9342,100.4517,14.99,48,1,2.75,clear sky
640,Leon,MX,21.1167,-101.6667,77.83,22,14,16.53,few clouds
641,Svetlaya,RU,46.5389,138.3297,4.21,74,1,8.28,clear sky
642,Mao,ES,39.8885,4.2658,50.56,93,20,4.61,fog
643,Khazar,RU,41.9974,48.3332,42.94,78,70,3.6,broken clouds
644,Sarakhs,IR,36.5449,61.1577,55.54,35,56,11.5,broken clouds
645,Gamba,GA,-2.65,10.0,74.82,88,100,0.58,overcast clouds
646,Havelock,US,34.8791,-76.9013,66.43,79,100,4.0,overcast clouds
647,Alice Springs,AU,-23.7,133.8833,67.55,56,78,10.36,broken clouds
648,Nhulunbuy,AU,-12.2333,136.7667,83.01,83,100,10.36,light rain
649,Faanui,PF,-16.4833,-151.75,80.96,72,60,15.75,light rain
650,Wajima,JP,37.4,136.9,32.68,100,100,2.3,light snow
651,Kloulklubed,PW,7.0419,134.2556,82.9,78,82,18.59,broken clouds
652,Awjilah,LY,29.1081,21.2869,53.83,56,49,15.12,scattered clouds
653,Amarante Do Maranhao,BR,-5.5667,-46.7422,74.25,91,100,1.59,overcast clouds
