City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Port Blair,IN,2022-01-31 05:41:59,11.6667,92.75,80.64,61,40,10.36
293,Westport,US,2022-01-31 05:41:59,41.1415,-73.3579,24.58,68,0,1.01
294,Narsaq,GL,2022-01-31 05:41:59,60.9167,-46.05,21.96,84,100,14.56
295,Tigil,RU,2022-01-31 05:42:00,57.8,158.6667,26.13,71,75,17.96
296,Saint Anthony,US,2022-01-31 05:42:00,45.0205,-93.218,15.73,82,100,1.01
297,Freeport,US,2022-01-31 05:42:00,40.6576,-73.5832,24.03,67,0,4.61
298,Sobolevo,RU,2022-01-31 05:42:01,54.4299,31.8996,25.12,98,100,3.33
299,Tubuala,PA,2022-01-31 05:42:01,9.5167,-79.0333,75.33,80,28,14.74
300,Trapani,IT,2022-01-31 05:42:01,37.8333,12.6667,55.58,82,75,11.5
301,Jacmel,HT,2022-01-31 05:42:01,18.2342,-72.5347,72.88,83,18,3.4
302,Morant Bay,JM,2022-01-31 05:42:02,17.8815,-76.4093,74.82,86,59,9.69
303,Walvis Bay,NA,2022-01-31 05:42:02,-22.9575,14.5053,67.15,88,93,6.91
304,Acarau,BR,2022-01-31 05:37:10,-2.8856,-40.12,76.98,87,98,8.9
305,Georgetown,MY,2022-01-31 05:42:03,5.4112,100.3354,91.33,62,20,1.01
306,Laguna,US,2022-01-31 05:42:03,38.421,-121.4238,53.01,83,0,3.44
307,Hervey Bay,AU,2022-01-31 05:42:04,-25.2986,152.8535,88.03,68,32,12.55
308,Odweyne,SO,2022-01-31 05:42:04,9.4092,45.064,67.64,42,70,7.16
309,Jimma,ET,2022-01-31 05:42:04,7.6667,36.8333,69.62,43,83,1.41
310,Tres Arroyos,AR,2022-01-31 05:42:05,-38.3739,-60.2798,51.93,68,37,6.26
311,Banjar,ID,2022-01-31 05:42:05,-8.19,114.9675,87.66,68,100,5.88
312,Kamenka,RU,2022-01-31 05:42:05,51.3223,42.7678,32.76,98,100,16.31
313,Porto San Giorgio,IT,2022-01-31 05:42:06,43.1827,13.7934,45.0,64,3,6.51
314,Sorland,NO,2022-01-31 05:43:06,67.667,12.6934,32.07,87,100,19.89
315,Leningradskiy,RU,2022-01-31 05:43:07,69.3833,178.4167,-15.74,93,88,5.17
316,Hargeysa,SO,2022-01-31 05:43:07,9.56,44.065,61.27,47,28,7.92
317,Emerald,AU,2022-01-31 05:43:07,-23.5333,148.1667,98.74,30,74,6.91
318,Zhezkazgan,KZ,2022-01-31 05:43:07,47.8043,67.7144,21.18,86,100,6.71
319,Makubetsu,JP,2022-01-31 05:43:08,45.3714,141.8211,20.91,68,75,21.85
320,Russellville,US,2022-01-31 05:39:12,35.2784,-93.1338,38.21,76,0,0.0
321,Dudinka,RU,2022-01-31 05:43:08,69.4058,86.1778,-2.38,94,100,8.84
322,Lagoa,PT,2022-01-31 05:43:09,39.05,-27.9833,58.37,72,30,25.41
323,Te Anau,NZ,2022-01-31 05:43:09,-45.4167,167.7167,72.39,66,98,4.5
324,Katsuura,JP,2022-01-31 05:43:09,35.1333,140.3,50.14,32,91,8.41
325,Grindavik,IS,2022-01-31 05:43:10,63.8424,-22.4338,28.87,74,100,8.05
326,Skjervoy,NO,2022-01-31 05:43:10,70.0311,20.9714,17.6,69,100,8.59
327,Auki,SB,2022-01-31 05:43:10,-8.7676,160.7034,82.0,83,92,3.27
328,Adre,TD,2022-01-31 05:43:11,13.4667,22.2,56.14,19,2,17.83
329,Soe,ID,2022-01-31 05:43:11,-9.8607,124.284,78.85,57,100,13.02
330,Nizhnyaya Omka,RU,2022-01-31 05:43:12,55.4338,74.9426,4.51,95,82,8.48
331,Englewood,US,2022-01-31 05:43:12,39.6478,-104.9878,39.56,53,20,0.0
332,Mahebourg,MU,2022-01-31 05:43:12,-20.4081,57.7,86.25,79,75,11.5
333,Charlestown,AU,2022-01-31 05:43:13,-32.95,151.6667,83.57,73,37,7.38
334,Kristiansund,NO,2022-01-31 05:43:13,63.1115,7.732,29.05,86,0,3.44
335,Airai,TL,2022-01-31 05:43:13,-8.9266,125.4092,69.17,71,93,7.58
336,Kachug,RU,2022-01-31 05:43:14,53.9606,105.8817,2.28,90,100,1.19
337,San Borja,BO,2022-01-31 05:43:14,-14.8167,-66.85,71.22,99,71,3.18
338,Ternate,ID,2022-01-31 05:43:14,0.8,127.4,83.16,72,72,12.75
339,San Quintin,MX,2022-01-31 05:43:15,30.4833,-115.95,57.76,68,0,8.08
340,Oktyabrskoye,RU,2022-01-31 05:43:15,43.0645,44.7417,23.14,93,100,6.71
341,Richards Bay,ZA,2022-01-31 05:43:16,-28.783,32.0377,76.98,77,96,8.43
342,Iquitos,PE,2022-01-31 05:43:16,-3.7481,-73.2472,75.24,100,75,0.0
343,Kruisfontein,ZA,2022-01-31 05:43:16,-34.0033,24.7314,75.36,69,91,5.68
344,Broome,US,2022-01-31 05:43:17,42.2506,-75.833,9.54,82,41,2.04
345,Trelew,AR,2022-01-31 05:43:17,-43.249,-65.3051,56.79,31,31,9.48
346,Camopi,GF,2022-01-31 05:43:17,3.1655,-52.3158,69.48,100,90,1.23
347,Banswara,IN,2022-01-31 05:43:18,23.55,74.45,74.55,36,0,6.44
348,Lansing,US,2022-01-31 05:43:18,42.7325,-84.5555,23.05,78,75,3.44
349,Ambilobe,MG,2022-01-31 05:43:19,-13.2,49.05,82.29,78,87,0.98
350,Abeche,TD,2022-01-31 05:43:19,13.8292,20.8324,59.47,17,2,11.01
351,Makungu,TZ,2022-01-31 05:43:19,-8.7333,35.2833,67.37,92,97,3.51
352,Bolshaya Martynovka,RU,2022-01-31 05:43:20,47.271,41.6679,34.45,91,100,18.05
353,Latung,PH,2022-01-31 05:43:20,5.5,120.8833,82.62,74,58,8.63
354,Dahuk,IQ,2022-01-31 05:43:21,36.8695,42.994,37.24,59,43,4.03
355,Slyudyanka,RU,2022-01-31 05:43:21,51.6594,103.7061,15.84,74,87,2.26
356,Arriaga,MX,2022-01-31 05:41:30,16.2333,-93.9,66.42,79,3,8.21
357,Shimoda,JP,2022-01-31 05:44:22,34.6667,138.95,48.56,65,90,8.5
358,Talaya,RU,2022-01-31 05:44:22,61.3833,152.75,-14.39,99,100,6.02
359,Santa Rosa,PH,2022-01-31 05:44:22,14.3122,121.1114,91.38,64,58,16.46
360,Ashford,GB,2022-01-31 05:40:50,51.1459,0.8728,46.15,74,86,24.32
361,Hofn,IS,2022-01-31 05:44:23,64.2539,-15.2082,23.16,51,99,11.7
362,Oshnaviyeh,IR,2022-01-31 05:44:23,37.0397,45.0983,16.05,79,7,4.14
363,Caudry,FR,2022-01-31 05:44:23,50.1249,3.4119,42.71,74,73,20.45
364,Mahalingpur,IN,2022-01-31 05:44:24,16.3833,75.1167,83.43,24,3,5.12
365,Garissa,KE,2022-01-31 05:44:24,-0.4536,39.6401,79.41,64,40,7.7
366,Topeka,US,2022-01-31 05:44:24,39.0483,-95.678,36.9,59,0,3.44
367,Naberera,TZ,2022-01-31 05:44:25,-4.2,36.9333,63.34,93,99,3.76
368,Visnes,NO,2022-01-31 05:44:25,59.3556,5.2242,37.22,60,40,9.22
369,Sinnamary,GF,2022-01-31 05:44:25,5.3833,-52.95,75.51,88,79,9.8
370,Aginskoye,RU,2022-01-31 05:44:26,51.1,114.53,3.07,77,11,11.99
371,Obo,CF,2022-01-31 05:44:26,5.3998,26.4869,73.38,19,81,8.57
372,Ibra,OM,2022-01-31 05:44:26,22.6906,58.5334,76.73,23,0,1.83
373,Sangmelima,CM,2022-01-31 05:44:27,2.9333,11.9833,60.57,64,80,1.79
374,Awbari,LY,2022-01-31 05:44:27,26.5921,12.7805,41.56,59,0,4.32
375,Mogadishu,SO,2022-01-31 05:44:27,2.0371,45.3438,80.47,74,20,12.66
376,Ferme-Neuve,CA,2022-01-31 05:44:28,46.7001,-75.4493,-4.22,99,100,1.23
377,Poitiers,FR,2022-01-31 05:44:28,46.5833,0.3333,45.25,66,100,11.5
378,Boke,GN,2022-01-31 05:44:28,10.9409,-14.2967,67.95,89,12,2.55
379,Zhigalovo,RU,2022-01-31 05:44:29,54.8097,105.1578,6.85,88,100,0.45
380,Ust-Kut,RU,2022-01-31 05:44:29,56.7938,105.7672,7.81,85,95,1.14
381,Belmonte,BR,2022-01-31 05:44:29,-15.8631,-38.8828,77.5,88,30,7.52
382,Suicheng,CN,2022-01-31 05:44:30,33.8963,117.9331,48.97,25,71,11.34
383,Ligayan,PH,2022-01-31 05:44:30,4.6533,119.4706,82.51,72,31,10.09
384,Svetlyy,RU,2022-01-31 05:44:30,54.675,20.1347,35.65,70,96,18.07
385,Envira,BR,2022-01-31 05:44:31,-7.3,-70.2167,70.48,91,100,0.6
386,Goderich,CA,2022-01-31 05:40:01,43.7501,-81.7165,27.91,73,96,8.05
387,Bay Roberts,CA,2022-01-31 05:44:31,47.5999,-53.2648,36.34,84,70,3.0
388,Paso De Carrasco,UY,2022-01-31 05:44:32,-34.8603,-56.0522,69.94,68,0,8.05
389,Morondava,MG,2022-01-31 05:44:32,-20.2833,44.2833,83.7,66,0,5.35
390,Bluefields,NI,2022-01-31 05:44:33,12.0137,-83.7635,70.52,94,69,8.5
391,Cottonwood,US,2022-01-31 05:44:33,34.7392,-112.0099,50.76,44,0,1.99
392,Kulhudhuffushi,MV,2022-01-31 05:44:33,6.6221,73.07,81.54,76,19,10.36
393,Maniitsoq,GL,2022-01-31 05:44:33,65.4167,-52.9,10.06,64,100,15.7
394,Englehart,CA,2022-01-31 05:44:34,47.8169,-79.8664,0.16,78,100,5.75
395,Cap Malheureux,MU,2022-01-31 05:44:34,-19.9842,57.6142,87.48,63,73,10.0
396,Baykit,RU,2022-01-31 05:44:34,61.67,96.37,3.63,93,97,1.05
397,Inuvik,CA,2022-01-31 05:44:35,68.3499,-133.7218,4.06,85,100,9.22
398,Igarka,RU,2022-01-31 05:44:35,67.4667,86.5833,-4.74,95,100,10.89
399,Santa Ana,US,2022-01-31 05:43:51,33.7456,-117.8678,58.64,64,0,4.61
400,Itarema,BR,2022-01-31 05:44:35,-2.9248,-39.9167,76.75,87,99,8.39
401,Sladkovo,RU,2022-01-31 05:44:36,55.5284,70.3385,12.92,90,100,10.16
402,Rudnichnyy,RU,2022-01-31 05:44:36,59.617,52.4703,3.25,98,81,3.38
403,Evensk,RU,2022-01-31 05:44:37,61.95,159.2333,19.63,81,100,14.32
404,Carutapera,BR,2022-01-31 05:45:37,-1.195,-46.02,73.54,96,100,4.25
405,Marsa Matruh,EG,2022-01-31 05:45:37,31.3525,27.2453,57.4,67,40,13.8
406,Port Macquarie,AU,2022-01-31 05:44:23,-31.4333,152.9167,80.56,71,26,8.28
407,Lasa,IT,2022-01-31 05:45:38,46.6166,10.7002,40.46,46,68,4.9
408,Sola,VU,2022-01-31 05:45:38,-13.8833,167.55,80.15,78,100,8.3
409,Prince Rupert,CA,2022-01-31 05:45:39,54.3161,-130.3201,37.09,87,100,6.91
410,Qax,AZ,2022-01-31 05:45:39,41.4225,46.9242,31.19,50,29,4.21
411,Hambantota,LK,2022-01-31 05:45:40,6.1241,81.1185,84.54,84,40,12.66
412,Weihe,CN,2022-01-31 05:45:40,32.9952,105.3247,37.06,53,82,6.44
413,Ballina,AU,2022-01-31 05:45:41,-28.8667,153.5667,89.78,75,40,11.5
414,Sompeta,IN,2022-01-31 05:45:41,18.9333,84.6,77.31,48,13,3.56
415,Mandla,IN,2022-01-31 05:45:41,22.6,80.3833,77.68,19,0,4.97
416,Pangody,RU,2022-01-31 05:45:42,65.85,74.4859,-3.71,97,95,8.19
417,Kot Diji,PK,2022-01-31 05:45:42,27.3427,68.7083,62.62,25,0,1.21
418,Ripon,GB,2022-01-31 05:45:42,54.1352,-1.5212,42.87,67,74,29.93
419,Mwinilunga,ZM,2022-01-31 05:45:43,-11.7358,24.4293,64.51,94,100,3.0
420,Homestead,US,2022-01-31 05:44:09,25.4687,-80.4776,53.01,66,0,1.99
421,Afonino,RU,2022-01-31 05:45:43,56.262,44.095,25.99,80,75,6.71
422,Dawei,MM,2022-01-31 05:45:44,14.0833,98.2,86.04,33,29,7.87
423,Leh,IN,2022-01-31 05:45:44,34.1667,77.5833,13.6,90,98,4.32
424,Wajir,KE,2022-01-31 05:45:44,1.7471,40.0573,77.86,62,52,16.11
425,Bani Walid,LY,2022-01-31 05:45:45,31.7566,13.9942,46.0,45,0,7.18
426,Anadyr,RU,2022-01-31 05:45:45,64.75,177.4833,-8.52,83,0,2.24
427,Nayudupeta,IN,2022-01-31 05:45:45,13.9,79.9,83.28,61,2,4.34
428,Uruzgan,AF,2022-01-31 05:45:46,32.8333,66.0,40.68,54,1,1.05
429,Naze,JP,2022-01-31 05:45:46,28.3667,129.4833,56.32,55,54,15.9
430,Jalpan,MX,2022-01-31 05:45:47,21.2333,-99.4833,55.33,91,24,2.1
431,Solnechnyy,RU,2022-01-31 05:45:47,50.7214,136.6319,3.29,92,97,4.68
432,Mungeli,IN,2022-01-31 05:45:47,22.0667,81.6833,78.82,17,2,4.09
433,Yangambi,CD,2022-01-31 05:45:48,0.8102,24.4336,73.09,46,100,1.25
434,Huarmey,PE,2022-01-31 05:45:48,-10.0681,-78.1522,69.64,90,97,6.64
435,Seoul,KR,2022-01-31 05:45:05,37.5683,126.9778,39.61,41,75,9.22
436,Calvinia,ZA,2022-01-31 05:45:49,-31.4707,19.776,77.18,50,69,9.22
437,Yaan,NG,2022-01-31 05:45:49,7.3833,8.5667,72.68,17,81,12.08
438,Alvorada,BR,2022-01-31 05:44:33,-12.48,-49.1247,69.31,98,100,2.44
439,Iskateley,RU,2022-01-31 05:45:50,67.6803,53.1512,10.2,94,100,11.72
440,Qiqihar,CN,2022-01-31 05:45:50,47.3408,123.9672,10.18,77,11,4.43
441,Hit,IQ,2022-01-31 05:45:51,33.6416,42.8251,50.14,54,8,7.02
442,Asfi,MA,2022-01-31 05:45:51,32.2994,-9.2372,62.98,54,42,8.3
443,Necochea,AR,2022-01-31 05:45:52,-38.5473,-58.7368,59.18,55,92,9.73
444,Pacific Grove,US,2022-01-31 05:42:22,36.6177,-121.9166,52.43,89,40,3.0
445,Maningrida,AU,2022-01-31 05:45:52,-12.0667,134.2667,78.55,90,100,18.5
446,Puerto Cabezas,NI,2022-01-31 05:46:53,14.0351,-83.3888,70.92,80,26,13.22
447,Reitz,ZA,2022-01-31 05:46:53,-27.8014,28.4273,64.44,78,89,1.92
448,Bulgan,MN,2022-01-31 05:46:53,48.8125,103.5347,4.87,72,8,1.92
449,Meulaboh,ID,2022-01-31 05:46:54,4.1363,96.1285,86.43,61,75,5.93
450,Kang,BW,2022-01-31 05:46:54,-23.6752,22.7876,70.12,78,98,15.88
451,Greenville,US,2022-01-31 05:46:43,35.6127,-77.3663,35.53,73,0,0.0
452,Singkawang,ID,2022-01-31 05:46:55,0.9,109.0,87.17,58,100,7.65
453,Veinticinco De Mayo,AR,2022-01-31 05:46:55,-35.4323,-60.1727,65.05,77,56,7.0
454,Valleyview,CA,2022-01-31 05:46:55,55.0667,-117.2859,8.64,78,100,25.32
455,Keuruu,FI,2022-01-31 05:46:56,62.2667,24.7,20.17,92,100,9.13
456,Honningsvag,NO,2022-01-31 05:46:56,70.9821,25.9704,29.95,69,20,17.27
457,Saint-Malo,FR,2022-01-31 05:46:56,48.5,-1.8333,48.22,75,92,17.4
458,Yelizovo,RU,2022-01-31 05:46:57,53.1873,158.3805,23.14,100,75,4.0
459,Impfondo,CG,2022-01-31 05:46:57,1.6381,18.0667,68.72,36,100,2.77
460,Xining,CN,2022-01-31 05:46:57,36.6167,101.7667,20.53,44,53,1.92
461,High Level,CA,2022-01-31 05:46:58,58.5169,-117.136,-3.89,77,75,20.71
462,Tokur,RU,2022-01-31 05:46:58,53.1333,132.9,3.47,82,56,1.83
463,Srivardhan,IN,2022-01-31 05:46:58,18.0333,73.0167,82.6,36,0,7.54
464,Colac,AU,2022-01-31 05:46:59,-38.3333,143.5833,86.02,32,3,6.2
465,Kieta,PG,2022-01-31 05:46:59,-6.2167,155.6333,84.33,73,100,7.05
466,Firminopolis,BR,2022-01-31 05:47:00,-16.5819,-50.305,67.21,98,100,6.15
467,Conyers,US,2022-01-31 05:47:00,33.6676,-84.0177,42.75,79,0,0.0
468,Caravelas,BR,2022-01-31 05:47:01,-17.7125,-39.2481,76.51,88,70,8.12
469,Oranjestad,AW,2022-01-31 05:47:01,12.524,-70.027,76.95,73,20,8.05
470,Samarai,PG,2022-01-31 05:47:01,-10.6167,150.6667,83.68,72,100,18.95
471,Salinas,US,2022-01-31 05:43:56,36.6777,-121.6555,52.83,86,0,3.44
472,Severnyy,RU,2022-01-31 05:47:02,50.677,36.5532,30.24,93,100,11.18
473,Jasper,US,2022-01-31 05:47:03,37.2001,-94.3502,38.35,54,0,1.01
474,Harer,ET,2022-01-31 05:47:03,9.3094,42.1258,65.93,16,77,0.94
475,Iquique,CL,2022-01-31 05:42:11,-20.2208,-70.1431,66.24,70,0,2.66
476,Lisakovsk,KZ,2022-01-31 05:47:04,52.5369,62.4936,26.92,94,100,14.16
477,Aransas Pass,US,2022-01-31 05:47:04,27.9095,-97.15,64.42,91,75,1.01
478,Marquette,US,2022-01-31 05:47:04,46.5333,-87.6335,12.36,84,85,3.62
479,Yamada,JP,2022-01-31 05:47:05,39.4667,141.95,32.58,45,98,11.34
480,San Jeronimo,PE,2022-01-31 05:47:05,-11.9472,-75.2829,44.42,94,99,0.89
481,Labrea,BR,2022-01-31 05:47:06,-7.2586,-64.7981,71.64,99,100,2.46
482,Kavaratti,IN,2022-01-31 05:43:34,10.5669,72.642,81.43,73,1,8.61
483,Vostok,RU,2022-01-31 05:47:06,46.4856,135.8833,2.84,85,56,4.38
484,Faya,SA,2022-01-31 05:47:06,18.3851,42.4509,57.31,49,4,7.74
485,Velyka Lepetykha,UA,2022-01-31 05:47:07,47.1757,33.9436,33.19,86,81,16.08
486,Naousa,GR,2022-01-31 05:47:07,40.6329,22.0534,37.06,58,3,3.76
487,Tarrafal,CV,2022-01-31 05:47:07,15.2833,-23.7667,70.59,77,100,16.04
488,Ust-Nera,RU,2022-01-31 05:47:08,64.5667,143.2,-8.64,100,100,2.24
489,Banamba,ML,2022-01-31 05:47:08,13.55,-7.45,66.0,15,4,8.12
490,Zelenoborskiy,RU,2022-01-31 05:47:09,66.845,32.3622,-3.91,99,99,2.04
491,Tadine,NC,2022-01-31 05:48:09,-21.55,167.8833,79.97,83,86,15.01
492,Metsavan,AM,2022-01-31 05:48:09,41.2016,44.2288,6.24,68,10,9.48
493,Port Hardy,CA,2022-01-31 05:48:10,50.6996,-127.4199,39.76,87,100,9.22
494,Yar-Sale,RU,2022-01-31 05:48:10,66.8333,70.8333,-5.46,100,87,6.87
495,Pathein,MM,2022-01-31 05:48:10,16.7833,94.7333,85.51,30,19,10.29
496,Kelso,US,2022-01-31 05:48:11,46.1468,-122.9084,44.49,92,100,5.75
497,Mikhaylovka,RU,2022-01-31 05:48:11,50.06,43.2379,35.78,98,100,18.28
498,Sao Joao Da Barra,BR,2022-01-31 05:48:11,-21.6403,-41.0511,74.41,94,95,6.46
499,Orodara,BF,2022-01-31 05:48:12,10.9492,-4.9342,70.18,13,42,6.51
500,Saint-Leu,RE,2022-01-31 05:48:12,-21.15,55.2833,85.03,73,52,13.06
501,Phangnga,TH,2022-01-31 05:48:12,8.4509,98.5298,92.82,46,22,4.56
502,Kununurra,AU,2022-01-31 05:48:13,-15.7667,128.7333,89.58,62,75,20.71
503,Pundaguitan,PH,2022-01-31 05:48:13,6.3711,126.1689,82.09,74,94,11.14
504,Pinyug,RU,2022-01-31 05:48:13,60.251,47.7842,0.52,99,92,4.94
505,Tacna,PE,2022-01-31 05:48:14,-18.0056,-70.2483,61.7,86,71,1.9
506,Foki,RU,2022-01-31 05:48:14,56.693,54.3499,17.96,96,95,2.66
507,Gat,IL,2022-01-31 05:48:15,31.61,34.7642,49.41,100,98,6.29
508,Tigzirt,DZ,2022-01-31 05:48:15,36.8886,4.1198,52.03,40,0,6.76
509,Zhoucheng,CN,2022-01-31 05:48:15,35.9122,116.3117,42.4,17,0,14.25
510,Nabire,ID,2022-01-31 05:48:16,-3.3667,135.4833,83.62,63,98,6.15
511,Tabou,CI,2022-01-31 05:48:16,4.423,-7.3528,76.93,87,28,3.24
512,Roebourne,AU,2022-01-31 05:48:16,-20.7833,117.1333,99.25,36,82,15.95
513,Barcelos,PT,2022-01-31 05:48:17,41.5388,-8.6151,42.69,55,0,3.87
514,La Asuncion,VE,2022-01-31 05:45:11,11.0333,-63.8628,76.73,83,54,8.05
515,Yulara,AU,2022-01-31 05:48:17,-25.2406,130.9889,84.04,65,75,9.22
516,Santa Isabel Do Rio Negro,BR,2022-01-31 05:48:18,-0.4139,-65.0192,75.07,83,99,1.95
517,Ekhabi,RU,2022-01-31 05:48:18,53.5102,142.9671,6.85,91,100,23.44
518,Nhulunbuy,AU,2022-01-31 05:48:18,-12.2333,136.7667,84.81,84,75,23.02
519,Sergeyevka,KZ,2022-01-31 05:48:19,53.88,67.4158,18.41,94,89,12.21
520,Fenoarivo,MG,2022-01-31 05:48:19,-18.933,47.4354,68.07,64,20,9.22
521,Najran,SA,2022-01-31 05:48:19,17.4924,44.1277,56.05,28,2,2.26
522,Asau,RO,2022-01-31 05:48:20,46.4333,26.4,34.72,72,36,13.56
523,Jalu,LY,2022-01-31 05:48:20,29.0331,21.5482,50.72,65,69,11.77
524,Parana,AR,2022-01-31 05:48:20,-31.732,-60.5238,74.52,48,0,3.2
525,Burnie,AU,2022-01-31 05:48:21,-41.0667,145.9167,76.95,66,39,6.67
526,Bafra,TR,2022-01-31 05:48:21,41.5678,35.9069,45.82,77,100,7.74
527,Buraydah,SA,2022-01-31 05:48:22,26.326,43.975,57.65,40,73,15.57
528,Dolinsk,RU,2022-01-31 05:48:22,47.35,142.8,21.06,80,87,8.52
529,Umm Kaddadah,SD,2022-01-31 05:48:22,13.6017,26.6876,57.02,22,2,17.25
530,Todos Santos,MX,2022-01-31 05:48:23,23.45,-110.2167,70.02,83,78,3.22
531,Wakkanai,JP,2022-01-31 05:48:23,45.4094,141.6739,21.18,68,75,21.85
532,Luwuk,ID,2022-01-31 05:48:23,-0.9516,122.7875,91.63,52,86,5.26
533,Hamilton,US,2022-01-31 05:48:24,39.1834,-84.5333,28.2,80,0,1.01
534,Pitelino,RU,2022-01-31 05:48:24,54.5777,41.8145,25.65,96,100,11.92
535,Yumen,CN,2022-01-31 05:48:24,40.2833,97.2,23.07,26,100,11.05
536,Cartagena,CO,2022-01-31 05:44:54,10.3997,-75.5144,76.62,78,20,6.91
537,Meiktila,MM,2022-01-31 05:49:25,20.8667,95.8667,76.15,28,14,5.55
538,Leona Vicario,MX,2022-01-31 05:49:25,20.9667,-87.1917,63.82,87,11,3.0
539,Cherdyn,RU,2022-01-31 05:49:25,60.403,56.4787,0.57,98,95,2.15
540,Campbellton,CA,2022-01-31 05:49:26,48.0075,-66.6727,7.25,88,69,8.68
541,Surgut,RU,2022-01-31 05:49:26,61.25,73.4167,8.78,84,40,7.0
542,Terra Santa,BR,2022-01-31 05:49:26,-2.1042,-56.4869,72.27,97,85,2.51
543,Nanortalik,GL,2022-01-31 05:49:27,60.1432,-45.2371,24.26,73,99,20.83
544,Norrtalje,SE,2022-01-31 05:49:27,59.758,18.705,30.02,76,100,11.05
545,Kotelnikovo,RU,2022-01-31 05:49:27,47.6317,43.1461,33.48,92,100,15.93
546,Bathsheba,BB,2022-01-31 05:49:28,13.2167,-59.5167,77.61,78,75,14.97
547,Takhtamygda,RU,2022-01-31 05:49:28,54.1,123.5667,7.5,61,85,6.93
548,Gazli,UZ,2022-01-31 05:49:28,40.1333,63.45,39.02,54,90,13.62
549,Harper,LR,2022-01-31 05:49:29,4.375,-7.7169,77.23,87,32,4.23
